,Date ,"Time in 
(24 hours)","Time out
(24 hours) ",Weather ,Crew Leader (name) ,POI,General Location,Species Code,"Point Area (m²) or
 Line Depth (m)",PolygonLine ID,Direction from trail ,Distribution Code,"Does this cherry laurel or holly plant have a DBH of 20cm+? 
",Holly Berries present?,Proximity to stream or wetland,Vegetation layer ,Native Herb Layer %,X_COORD_x,Y_COORD_x,X_COORD_y,Y_COORD_y
153,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2845,Council,EH,8.0,,S,7.0,,Unknown,10m+,Tree,1-5%,,,-123.20776,49.249939
154,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2846,Council,EH,2.0,,SW,5.0,,,10m+,Tree,1-5%,,,-123.208459,49.250301
155,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2847,Council,EI,7.0,,SW,8.0,,,1m,Mixed,1-5%,,,-123.209015,49.250622
156,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2848,Deer Fern,EH,2.0,,SW,5.0,,Unknown,10m+,Shrub,1-5%,,,-123.209239,49.250743
157,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2849,Council,EH,10.0,,SW,7.0,,Unknown,10m+,Mixed,1-5%,,,-123.209374,49.250799
158,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2850,Council,EI,1.0,,SW,3.0,,,10m+,Tree,1-5%,,,-123.209322,49.25081
159,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2851,Council,EH,0.5,,SW,2.0,,Unknown,10m+,Tree,0%,,,-123.20975,49.250952
160,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2852,Council,EH,1.0,,SW,4.0,,Unknown,10m+,Tree,1-5%,,,-123.210502,49.251248
161,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2853,Council,EI,2.0,,SW,5.0,,,10m+,Herb,0%,,,-123.210647,49.251204
162,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2854,Council,EH,1.0,,SW,2.0,,Unknown,10m+,Shrub,1-5%,,,-123.211191,49.251468
163,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2855,Council,EH,1.0,,S,2.0,,Unknown,10m+,Tree,1-5%,,,-123.2122,49.251796
164,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2856,Deer Fern,EH,2.0,,W,3.0,,,10m+,Tree,1-5%,,,-123.213888,49.252956
165,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2857,Deer Fern,EH,3.0,,W,5.0,,Unknown,10m+,Herb,1-5%,,,-123.214012,49.2532
166,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2858,Deer Fern,EH,4.0,,W,5.0,,Unknown,10m+,Herb,1-5%,,,-123.214227,49.253738
167,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2859,Deer Fern,EH,5.0,,W,4.0,,Unknown,10m+,Herb,1-5%,,,-123.214225,49.253804
168,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2860,Deer Fern,EH,2.0,,SW,3.0,,Unknown,10m+,Herb,1-5%,,,-123.21483,49.254284
169,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2861,Deer Fern,EH,0.5,,SW,1.0,,Unknown,10m+,Herb,1-5%,,,-123.214979,49.254384
170,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2862,Deer Fern,EH,1.0,,SW,2.0,,Unknown,10m+,Tree,26-50%,,,-123.215302,49.25451
171,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2863,Deer Fern,EH,1.0,,SW,,,Unknown,10m+,Herb,1-5%,,,-123.215623,49.25464
172,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2864,Deer Fern,EI,0.5,,W,1.0,,,10m+,Herb,0%,,,-123.215899,49.254963
173,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2865,Deer Fern,EH,1.0,,SW,3.0,,Unknown,10m+,Herb,1-5%,,,-123.21598,49.255098
174,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2866,Deer Fern,EI,1.0,,S,2.0,,,10m+,Herb,0%,,,-123.216095,49.255156
175,2017-11-25,9:30:00,12:30:00,Overcast,Joseph Yang,2867,Deer Fern,EH,2.0,,S,3.0,,Unknown,10m+,Herb,1-5%,,,-123.216422,49.255184
176,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3027,Hemlock,HB,1.0,,W,2.0,,,10m+,Tree,76-100%,,,-123.211826,49.249129
177,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3028,Hemlock,HB,3.0,,W,4.0,,,10m+,Tree,76-100%,,,-123.211788,49.249102
178,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3029,Hemlock,HB,3.0,,W,4.0,,,10m+,Tree,51-75%,,,-123.21213,49.249569
179,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3030,Hemlock,EH,5.0,,NW,6.0,,,10m+,Tree,51-75%,,,-123.211905,49.249703
180,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3031,Hemlock,EH,1.0,,NW,2.0,,,10m+,Mixed,26-50%,,,-123.211835,49.249751
181,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3032,Hemlock,EH,1.0,,NW,3.0,,,10m+,Tree,26-50%,,,-123.211909,49.24988
182,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3033,Hemlock,EI,2.0,,W,3.0,,,10m+,Herb,26-50%,,,-123.211718,49.250309
183,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3034,Hemlock,EH,4.0,,SW,7.0,,,10m+,Mixed,26-50%,,,-123.211593,49.250667
184,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3035,Hemlock,SB,1.0,,W,1.0,,,10m+,Tree,6-25%,,,-123.212037,49.250894
185,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3036,Hemlock,EH,1.0,,W,1.0,,,10m+,Tree,6-25%,,,-123.212117,49.251028
186,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3037,Hemlock,LC,3.0,,W,3.0,,,10m+,Mixed,6-25%,,,-123.212136,49.251001
187,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3038,Hemlock,EH,1.0,,W,3.0,,,10m+,Tree,6-25%,,,-123.21236,49.25142
188,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3039,Hemlock,EI,2.0,,S,2.0,,,10m+,Herb,6-25%,,,-123.212581,49.251587
189,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3048,Hemlock,EH,10.0,,SW,6.0,,,10m+,Mixed,26-50%,,,-123.217559,49.251901
190,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3041,Council,EH,1.0,,SE,2.0,,,10m+,Mixed,6-25%,,,-123.214244,49.251539
191,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3042,Council,EH,1.0,,SE,3.0,,,10m+,Herb,1-5%,,,-123.214557,49.251479
192,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3043,Council,EH,5.0,,SE,4.0,,,10m+,Mixed,1-5%,,,-123.215316,49.251453
193,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3044,Council,EH,2.0,,S,2.0,,,10m+,Herb,6-25%,,,-123.216652,49.251524
194,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3045,Council,EH,3.0,,S,3.0,,,10m+,Mixed,1-5%,,,-123.217189,49.251793
195,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3046,Council,EH,3.0,,S,4.0,,,10m+,Mixed,26-50%,,,-123.217368,49.251833
196,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3047,Council,EH,0.5,,S,1.0,,,10m+,Shrub,6-25%,,,-123.217541,49.251935
197,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3049,Council,EH,0.5,,S,1.0,,,10m+,Shrub,1-5%,,,-123.217633,49.251946
198,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3050,Council,EH,1.0,,SW,3.0,,,10m+,Herb,1-5%,,,-123.217585,49.251913
199,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3051,Council,EH,1.0,,S,2.0,,,10m+,Herb,1-5%,,,-123.218076,49.252094
200,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3052,Council,EH,0.5,,S,1.0,,,10m+,Shrub,6-25%,,,-123.21902,49.252245
201,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3053,Council,EH,1.5,,S,2.0,,,10m+,Shrub,6-25%,,,-123.21918,49.252163
202,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3054,Salish,EH,1.0,,NE,1.0,,,10m+,Shrub,26-50%,,,-123.219144,49.251992
203,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3055,Salish,EH,1.0,,NE,1.0,,,10m+,Tree,6-25%,,,-123.218434,49.25135
204,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3056,Salish,EI,11.0,,NE,2.0,,,10m+,Herb,6-25%,,,-123.218326,49.251367
205,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3057,Salish,EH,3.0,,NE,4.0,,,10m+,Shrub,6-25%,,,-123.218103,49.2513
206,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3058,Top,HP,2.0,,NE,3.0,,,10m+,Mixed,6-25%,,,-123.218291,49.25124
207,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3059,Salish,EH,4.0,,E,5.0,,,10m+,Mixed,6-25%,,,-123.217326,49.250291
208,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3060,Salish,EH,4.0,,NE,5.0,,,10m+,Mixed,6-25%,,,-123.216994,49.249993
209,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3061,Imperial,EH,2.0,,S,3.0,,,10m+,Tree,6-25%,,,-123.214156,49.249041
210,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3062,Imperial,EH,2.0,,S,3.0,,,10m+,Tree,6-25%,,,-123.213896,49.24903
211,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3063,Imperial,EH,1.0,,S,5.0,,,10m+,Tree,6-25%,,,-123.213773,49.249087
212,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3064,Imperial,EH,,,S,3.0,,,10m+,Tree,6-25%,,,-123.21365,49.249055
213,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3065,Imperial,EH,1.0,,S,3.0,,,10m+,Tree,1-5%,,,-123.213439,49.249053
214,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3066,Imperial,EH,5.0,,S,8.0,,,10m+,Tree,6-25%,,,-123.213215,49.249017
215,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3067,Imperial,LC,2.0,,S,3.0,,,10m+,Shrub,1-5%,,,-123.213131,49.249053
216,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3068,Imperial,EH,2.0,L1-1,S,6.0,,,10m+,Tree,6-25%,,,-123.212802,49.249014
217,2018-01-27,9:30:00,12:30:00,Rain,Wendy Thompson,3069,Imperial,EH,1.0,L1-2,S,3.0,,,10m+,Tree,6-25%,,,-123.212098,49.249035
218,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2703,Top,EI,5.0,,E,8.0,,,10m+,Herb,26-50%,,,-123.212174,49.258101
219,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2704,Top,CP,6.0,L1-1,E,9.0,,,10m+,Herb,1-5%,,,-123.212117,49.258006
220,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2705,Top,CP,6.0,L1-2,NE,9.0,,,10m+,Herb,1-5%,,,-123.211918,49.257748
221,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2706,Top,EI,0.5,,NE,1.0,,,10m+,Herb,1-5%,,,-123.211238,49.257794
222,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2707,Top,EI,3.5,,NE,4.0,,,10m+,Mixed,76-100%,,,-123.211178,49.257758
223,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2708,Top,EH,1.0,,E,2.0,,Unknown,10m+,Herb,26-50%,,,-123.210912,49.257797
224,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2709,Top,EI,2.5,,E,5.0,,,10m+,Mixed,26-50%,,,-123.210999,49.257688
225,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2710,Top,LC,0.5,,NE,1.0,,,10m+,Shrub,26-50%,,,-123.21062,49.257551
226,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2711,Top,EH,3.0,,NE,4.0,,Unknown,10m+,Shrub,6-25%,,,-123.210184,49.257387
227,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2712,Top,EH,0.5,,NE,1.0,,Unknown,10m+,Shrub,6-25%,,,-123.210267,49.257413
228,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2713,Top,EH,1.0,,NE,2.0,,Unknown,10m+,Herb,26-50%,,,-123.210021,49.257216
229,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2714,Top,CB,0.5,,N,1.0,,,10m+,Shrub,76-100%,,,-123.208979,49.256976
230,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2715,Top,EH,0.5,,NE,1.0,,Unknown,10m+,Shrub,76-100%,,,-123.208659,49.256675
231,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2716,Top,EH,0.5,,NE,1.0,,Unknown,10m+,Tree,76-100%,,,-123.208417,49.25619
232,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2717,Top,EI,1.5,,N,3.0,,,10m+,Herb,76-100%,,,-123.208066,49.256063
233,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2718,Top,EH,0.5,,N,1.0,,Unknown,10m+,Shrub,76-100%,,,-123.208042,49.256092
234,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2719,Top,EH,2.0,,N,3.0,,F,10m+,Tree,76-100%,,,-123.207744,49.255944
235,2017-10-28,9:30:00,12:30:00,Clear,Wendy Thompson,2720,Top,EH,2.0,,NE,1.0,,Unknown,10m+,Tree,76-100%,,,-123.207539,49.25588
236,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2058,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,6-25%,,,-123.221493,49.257942
237,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2060,Cleveland,EH,0.5,,W,3.0,,Unknown,10m+,Herb,6-25%,,,-123.221349,49.257783
238,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2061,Cleveland,EH,0.5,,W,3.0,,Unknown,10m+,Herb,6-25%,,,-123.221494,49.257827
239,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2062,Cleveland,EH,,P1-1,W,6.0,,Unknown,10m+,Herb,1-5%,,,-123.221407,49.257835
240,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2063,Cleveland,EH,,P1-2,W,6.0,,,10m+,Herb,6-25%,,,-123.221425,49.257941
241,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2065,Cleveland,EH,,P1-3,W,6.0,,Unknown,10m+,Herb,6-25%,,,-123.221578,49.257877
242,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2066,Cleveland,EH,,P1-4,W,6.0,,Unknown,10m+,Herb,6-25%,,,-123.221413,49.25784
243,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2067,Cleveland,EH,0.5,,W,3.0,,Unknown,10m+,Herb,1-5%,,,-123.221351,49.257753
244,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2068,Cleveland,EI,1.0,,W,3.0,,,10m+,Shrub,6-25%,,,-123.221361,49.257737
245,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2069,Cleveland,EH,2.3,,W,6.0,,Unknown,10m+,Mixed,6-25%,,,-123.221161,49.257693
246,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2070,Cleveland,EH,1.0,,W,5.0,,Unknown,10m+,Herb,6-25%,,,-123.22088,49.257505
247,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2071,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,51-75%,,,-123.220643,49.257026
248,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2072,Cleveland,EH,1.9,,W,5.0,,Unknown,10m+,Herb,6-25%,,,-123.220327,49.257252
249,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2073,Cleveland,EI,1.3,,W,2.0,,Unknown,10m+,Herb,6-25%,,,-123.220361,49.257108
250,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2074,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.220214,49.257054
251,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2075,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.220212,49.257083
252,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2076,Cleveland,EI,1.3,,W,3.0,,Unknown,10m+,Herb,1-5%,,,-123.220136,49.25709
253,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2077,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,26-50%,,,-123.220107,49.256963
254,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2078,Cleveland,EH,1.5,,W,3.0,,Unknown,10m+,Mixed,1-5%,,,-123.220058,49.256885
255,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2079,Cleveland,EI,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219883,49.256871
256,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2080,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219574,49.256676
257,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2081,Cleveland,EH,1.3,,W,3.0,,Unknown,10m+,Herb,26-50%,,,-123.219555,49.256505
258,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2082,Cleveland,EI,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219386,49.256451
259,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2083,Cleveland,LC,1.0,,W,1.0,,Unknown,10m+,Shrub,1-5%,,,-123.219388,49.256448
260,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2084,Cleveland,EH,2.0,,W,3.0,,,10m+,Tree,1-5%,,,-123.21951,49.256289
261,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2085,Cleveland,EI,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219329,49.256203
262,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2086,Cleveland,EH,5.4,,SW,6.0,,Unknown,10m+,Tree,51-75%,,,-123.219364,49.256067
263,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2088,Cleveland,EI,0.5,,SW,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219203,49.256059
264,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2089,Cleveland,EH,0.5,,SW,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219248,49.256123
265,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2090,Cleveland,EH,0.5,,SW,1.0,,Unknown,10m+,Herb,6-25%,,,-123.219092,49.256028
266,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2091,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219027,49.256003
267,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2092,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219146,49.256003
268,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2093,Cleveland,EH,0.7,L1-1,W,2.0,,Unknown,10m+,Shrub,1-5%,,,-123.219138,49.255892
269,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2094,Cleveland,EH,0.7,L-2,W,3.0,,Unknown,10m+,Shrub,1-5%,,,-123.219197,49.255881
270,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2095,Cleveland,EI,0.5,,W,1.0,,Unknown,10m+,Herb,1-5%,,,-123.219112,49.255918
271,2017-10-14,9:30:00,12:30:00,Overcast,Doug Crocker,2096,Cleveland,EH,0.5,,W,1.0,,Unknown,10m+,Herb,0%,,,-123.21907,49.255932
272,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2675,S.W. Marine,HB,4.0,L1-1,S,4.0,,,10m+,Mixed,51-75%,,,-123.203688,49.23708
273,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2676,S.W. Marine,HB,4.0,L1-2,S,4.0,,,10m+,Mixed,51-75%,,,-123.203969,49.237175
274,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2677,S.W. Marine,HB,2.0,L2-1,S,4.0,,,10m+,Mixed,26-50%,,,-123.204189,49.237172
275,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2678,S.W. Marine,HB,2.0,L2-2,S,4.0,,,10m+,Mixed,26-50%,,,-123.204231,49.237249
276,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2679,S.W. Marine,EH,1.0,,S,1.0,No,,10m+,Tree,51-75%,,,-123.204244,49.237209
277,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2680,S.W. Marine,EH,1.0,,S,3.0,No,Unknown,10m+,Shrub,26-50%,,,-123.204311,49.237278
278,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2681,S.W. Marine,LC,3.0,,S,8.0,No,,10m+,Tree,6-25%,,,-123.20444,49.237292
279,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2682,S.W. Marine,EH,3.0,,S,4.0,No,Unknown,10m+,Shrub,6-25%,,,-123.204395,49.237285
280,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2683,S.W. Marine,EH,3.0,,S,8.0,No,Unknown,10m+,Tree,6-25%,,,-123.204355,49.237257
281,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2684,S.W. Marine,EH,2.0,,S,5.0,No,Unknown,10m+,Mixed,1-5%,,,-123.204632,49.23736
282,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2685,S.W. Marine,SL,0.5,,S,3.0,No,,10m+,Herb,1-5%,,,-123.204714,49.237315
283,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2686,S.W. Marine,EI,1.0,,S,3.0,,,10m+,Herb,1-5%,,,-123.204507,49.237236
284,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2687,S.W. Marine,EH,3.0,,S,3.0,No,Unknown,10m+,Mixed,26-50%,,,-123.204882,49.237389
285,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2688,S.W. Marine,HB,3.0,L3-1,S,8.0,,,10m+,Shrub,6-25%,,,-123.204775,49.237366
286,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2689,S.W. Marine,EI,1.0,,SW,3.0,Yes,,10m+,Herb,6-25%,,,-123.20564,49.237682
287,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2690,S.W. Marine,SL,1.0,,SW,1.0,No,,10m+,Shrub,6-25%,,,-123.205984,49.237643
288,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2691,S.W. Marine,HB,2.0,L3-2,SW,7.0,,,10m+,Shrub,6-25%,,,-123.207284,49.238002
289,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2692,S.W. Marine,HB,2.0,L4-1,SW,8.0,,,10m+,Shrub,6-25%,,,-123.207723,49.238146
290,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2693,S.W. Marine,EH,1.0,,SW,3.0,No,Unknown,10m+,Tree,6-25%,,,-123.208246,49.238263
291,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2694,S.W. Marine,HB,2.0,L4-2,S,7.0,,,10m+,Shrub,6-25%,,,-123.208976,49.238395
292,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2695,S.W. Marine,HB,1.0,L5-1,S,7.0,,,10m+,Shrub,26-50%,,,-123.209726,49.238596
293,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2696,S.W. Marine,CB,1.0,L5-2,S,7.0,,,10m+,Shrub,26-50%,,,-123.209991,49.238576
294,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2697,S.W. Marine,HB,1.0,L6-1,S,4.0,,,10m+,Shrub,26-50%,,,-123.2102,49.238665
295,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2698,S.W. Marine,EH,3.0,,S,3.0,No,F,10m+,Shrub,51-75%,,,-123.212145,49.239076
296,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2699,S.W. Marine,HB,1.0,L6-2,S,7.0,,,10m+,Shrub,26-50%,,,-123.212368,49.239039
297,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2700,S.W. Marine,EH,2.0,,S,6.0,No,Unknown,10m+,Tree,26-50%,,,-123.212864,49.239173
298,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2701,S.W. Marine,HB,2.0,L7-1,S,6.0,,,10m+,Shrub,26-50%,,,-123.214022,49.239193
299,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2702,S.W. Marine,HB,2.0,L7-2,S,6.0,,,10m+,Shrub,26-50%,,,-123.21333,49.23918
300,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2703,S.W. Marine,HB,3.0,,S,7.0,,,10m+,Shrub,26-50%,,,-123.214231,49.239329
301,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2704,S.W. Marine,HB,3.0,L8-1,S,8.0,,,10m+,Shrub,6-25%,,,-123.219336,49.240023
302,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2705,S.W. Marine,HB,3.0,L8-2,S,8.0,,,10m+,Shrub,6-25%,,,-123.220012,49.240066
303,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2706,S.W. Marine,HB,2.0,L9-1,S,7.0,,,10m+,Shrub,26-50%,,,-123.220265,49.240087
304,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2707,S.W. Marine,HB,2.0,L9-2,S,7.0,,,10m+,Shrub,26-50%,,,-123.220842,49.24013
305,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2708,S.W. Marine,HB,3.0,L10-1,S,8.0,,,10m+,Shrub,6-25%,,,-123.222187,49.240548
306,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2709,S.W. Marine,HB,3.0,L10-2,S,8.0,,,10m+,Shrub,6-25%,,,-123.222664,49.240648
307,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2710,S.W. Marine,HB,5.0,L11-1,S,9.0,,,10m+,Shrub,6-25%,,,-123.223247,49.240717
308,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2711,S.W. Marine,EH,2.0,,S,5.0,No,Unknown,10m+,Shrub,51-75%,,,-123.224118,49.241001
309,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2712,S.W. Marine,EH,1.0,,S,3.0,No,Unknown,10m+,Tree,51-75%,,,-123.224235,49.241021
310,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2713,S.W. Marine,HB,5.0,L11-2,S,9.0,,,10m+,Shrub,6-25%,,,-123.22442,49.241015
